"chart_id","chart_title","serie","jaar","fit_1990","lower_1990","upper_1990"
"200","Rietvogels","landelijk",2020,188.5408449529,180.738426490695,196.680091255433
"200","Rietvogels","landelijk",2021,192.874709521878,184.667824405182,201.446319590175
"200","Rietvogels","landelijk",2022,197.400699455029,188.100089848197,207.161177736715
"200","Rietvogels","landelijk",2023,202.11604241239,190.635554617432,214.28791015625
"200","Rietvogels","landelijk",2024,206.989241549473,192.363132061589,222.72743044914
"200","Rietvogels","meijendel",1958,40.6527697563077,25.7690106888602,64.1331446058886
"200","Rietvogels","meijendel",1959,43.278740947191,29.3700748143336,63.7740771794
"200","Rietvogels","meijendel",1960,46.1711835680422,33.0355099691968,64.5299011294688
"200","Rietvogels","meijendel",1961,49.3335888396985,36.7764289973012,66.1783390655745
"200","Rietvogels","meijendel",1962,52.7650560883307,39.6845020368981,70.1571394650745
"200","Rietvogels","meijendel",1963,56.459626908176,42.7424935648113,74.5789308192063
"200","Rietvogels","meijendel",1964,60.4056152247041,46.008062119645,79.3086729274994
"200","Rietvogels","meijendel",1965,64.5849859363566,49.4599831995529,84.335257284056
"200","Rietvogels","meijendel",1966,68.9727466508121,53.0663149980753,89.6470723608687
"200","Rietvogels","meijendel",1967,73.5363444022056,56.7833132703817,95.2320961316711
"200","Rietvogels","meijendel",1968,78.2350765285409,60.5550250389053,101.077114500311
"200","Rietvogels","meijendel",1969,83.0195210309056,64.3141731366894,107.165194482912
"200","Rietvogels","meijendel",1970,87.831081021172,67.9846592307962,113.471169534865
"200","Rietvogels","meijendel",1971,92.6017617099297,71.4859948937894,119.954772742872
"200","Rietvogels","meijendel",1972,97.254392321877,74.7391766337926,126.552328402572
"200","Rietvogels","meijendel",1973,101.70354992184,77.6730828900885,133.168553143964
"200","Rietvogels","meijendel",1974,105.857463635146,80.2300877028647,139.670825847373
"200","Rietvogels","meijendel",1975,109.621149221243,82.3698145901413,145.88835019697
"200","Rietvogels","meijendel",1976,112.900874936562,84.070417016434,151.618226884132
"200","Rietvogels","meijendel",1977,115.609904863162,85.3275970358672,156.639241778379
"200","Rietvogels","meijendel",1978,117.67511306358,86.1518352297868,160.73287583012
"200","Rietvogels","meijendel",1979,119.043813527057,86.5646937198877,163.709116616547
"200","Rietvogels","meijendel",1980,119.68985509446,86.5949774502321,165.432936578407
"200","Rietvogels","meijendel",1981,119.617937707908,86.2755009478131,165.846049739519
"200","Rietvogels","meijendel",1982,118.865257289155,85.6410468775199,164.978709457201
"200","Rietvogels","meijendel",1983,117.499925731821,84.7278374308191,162.948010543244
"200","Rietvogels","meijendel",1984,115.616226924413,83.5744993861795,159.942470806446
"200","Rietvogels","meijendel",1985,113.327276395439,82.2240733525642,156.19600260059
"200","Rietvogels","meijendel",1986,110.756249437538,80.7261574685563,151.957521256333
"200","Rietvogels","meijendel",1987,108.02740164668,79.1380597310719,147.462795350176
"200","Rietvogels","meijendel",1988,105.258156652421,77.523944396677,142.914290908302
"200","Rietvogels","meijendel",1989,102.553049144805,75.951629662146,138.471392064659
"200","Rietvogels","meijendel",1990,100,74.4876031619729,134.250527275727
"200","Rietvogels","meijendel",1991,97.6688786373558,73.191575371844,130.332074501954
"200","Rietvogels","meijendel",1992,95.6120112475238,72.1120535119711,126.770161846508
