"soort_id","euring_code","soort_naam","engelse_naam","jaar","basisjaar","basisjaar_toelichting","trim_index","trim_se","index_100","model_config","model_overdispersion","model_serial_correlation","model_warnings"
5,720,"Aalscholver","Cormorant",2011,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2.45833333333333,0.318244942295584,245.833333333333,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2012,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",4.73838080322039,0.533857719415236,473.838080322039,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2013,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",5.225,0.593855116733044,522.5,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2014,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",6.74166666666667,0.752255023097999,674.166666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2015,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",6.35,0.713584129670747,635,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2016,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7.10833333333333,0.794133777616096,710.833333333333,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2017,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",5.825,0.664298163746921,582.5,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2018,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7.46666666666667,0.835445057194185,746.666666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2019,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",7.21666666666667,0.811852225208639,721.666666666667,"model2_basis",FALSE,FALSE,NA
5,720,"Aalscholver","Cormorant",2020,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",6.31666666666667,0.722339309573277,631.666666666667,"model2_basis",FALSE,FALSE,NA
