SUBNHLVOLG,SUBNHLCODE,SUBNHLOMS,GROEPNR,GROEPNAAM,REFERENTIE,ONDERGRENS,REF_KLAS,ONDER_KLAS
48.1,10.2,Veenweide,400.0,Vogels van open heide,159.3733,52.5932,140.3,46.299
48.1,10.2,Veenweide,401.0,Korhoen-groep,115.1483,37.999,96.2,31.746
48.1,10.2,Veenweide,402.0,Wulp-groep,44.225,14.5942,44.1,14.553
48.1,10.2,Veenweide,500.0,Weidevogels,172.662,56.9785,157.2,51.876
48.1,10.2,Veenweide,501.0,Zomertaling-groep,27.9289,9.2166,33.2,10.956
48.1,10.2,Veenweide,502.0,Grutto-groep,91.695,30.2594,75.4,24.882
48.1,10.2,Veenweide,503.0,Veldleeuwerik-groep,53.038,17.5026,48.6,16.038
48.1,10.2,Veenweide,600.0,Struweelvogels,6.6903,2.2078,9.05,2.9865
48.1,10.2,Veenweide,601.0,Rietgors-groep,0.4156,0.1371,0.6,0.198
48.1,10.2,Veenweide,602.0,Roodborsttapuit-groep,1.7829,0.5884,2.25,0.7425
48.1,10.2,Veenweide,603.0,Grasmus-groep,6.2748,2.0707,8.45,2.7885
48.1,10.2,Veenweide,711.0,Bosrandstruweelvogels,6.2748,2.0707,8.45,2.7885
48.1,10.2,Veenweide,800.0,Bosvogels,0.1496,0.0494,0.6,0.198
48.1,10.2,Veenweide,806.0,Boomklever-groep,0.0314,0.0104,0.2,0.066
48.1,10.2,Veenweide,807.0,Havik-groep,0.1183,0.039,0.4,0.132
48.1,10.2,Veenweide,808.0,Torenvalk-groep,0.2145,0.0708,0.2,0.066
48.1,10.2,Veenweide,811.0,Loofhoutvogels,0.0314,0.0104,0.2,0.066
48.1,10.2,Veenweide,812.0,Holenbroeders,0.0314,0.0104,0.2,0.066
48.1,10.2,Veenweide,813.0,Vogels van oud bos,0.0314,0.0104,0.2,0.066
48.1,10.2,Veenweide,901.0,Zwarte Roodstaart-groep,0.247,0.0815,0.6,0.198
48.1,10.2,Veenweide,911.0,Rode Lijst soorten,102.1127,33.6972,88.2,29.106
48.1,10.2,Veenweide,912.0,Blauwe Lijst soorten,63.0686,20.8126,48.6,16.038
48.1,10.2,Veenweide,921.0,Roofvogels,0.5642,0.1862,0.8,0.264
48.1,10.2,Veenweide,999.0,Overige soorten,0.3666,0.121,0.2,0.066
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,100.0,Watervogels,12.633,4.1689,12.0,3.96
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,102.0,Slobeend-groep,5.3191,1.7553,6.0,1.98
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,103.0,Kuifeend-groep,7.3138,2.4136,6.0,1.98
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,200.0,Rietvogels,70.4787,23.258,78.0,25.74
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,201.0,Roerdomp-groep,2.6596,0.8777,3.0,0.99
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,202.0,Rietzanger-groep,53.1915,17.5532,57.0,18.81
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,204.0,Blauwborst-groep,14.6277,4.8271,18.0,5.94
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,211.0,Waterrietvogels,55.8511,18.4309,60.0,19.8
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,300.0,Pioniervogels,1.3298,0.4388,1.5,0.495
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,305.0,Fazant-groep,1.3298,0.4388,1.5,0.495
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,400.0,Vogels van open heide,2.6596,0.8777,3.0,0.99
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,401.0,Korhoen-groep,0.6649,0.2194,0.75,0.2475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,402.0,Wulp-groep,1.9947,0.6582,2.25,0.7425
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,500.0,Weidevogels,6.6489,2.1941,7.5,2.475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,501.0,Zomertaling-groep,2.6596,0.8777,3.0,0.99
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,502.0,Grutto-groep,3.3245,1.0971,3.75,1.2375
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,503.0,Veldleeuwerik-groep,0.6649,0.2194,0.75,0.2475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,600.0,Struweelvogels,48.3219,15.9462,54.75,18.0675
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,601.0,Rietgors-groep,15.9574,5.266,19.5,6.435
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,602.0,Roodborsttapuit-groep,1.3298,0.4388,1.5,0.495
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,603.0,Grasmus-groep,24.6011,8.1184,27.75,9.1575
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,604.0,Winterkoning-groep,7.7634,2.5619,7.5,2.475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,611.0,Zwartkop-groep,7.7634,2.5619,7.5,2.475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,700.0,Bosrandvogels,7.3138,2.4136,8.25,2.7225
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,701.0,Buidelmees-groep,1.3298,0.4388,1.5,0.495
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,702.0,Geelgors-groep,0.6649,0.2194,0.75,0.2475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,703.0,Putter-groep,5.3191,1.7553,6.0,1.98
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,711.0,Bosrandstruweelvogels,31.9149,10.5319,36.0,11.88
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,800.0,Bosvogels,11.7528,3.8784,12.0,3.96
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,801.0,Vink-groep,0.6649,0.2194,0.75,0.2475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,803.0,Appelvink-groep,1.3298,0.4388,1.5,0.495
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,804.0,Grote Bonte Specht-groep,3.774,1.2454,3.75,1.2375
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,805.0,Kleine Bonte Specht-groep,3.3245,1.0971,3.75,1.2375
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,806.0,Boomklever-groep,2.6596,0.8777,2.25,0.7425
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,811.0,Loofhoutvogels,7.3138,2.4136,7.5,2.475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,812.0,Holenbroeders,9.7581,3.2202,9.75,3.2175
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,813.0,Vogels van oud bos,11.0879,3.659,11.25,3.7125
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,901.0,Zwarte Roodstaart-groep,0.6649,0.2194,0.75,0.2475
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,911.0,Rode Lijst soorten,48.5372,16.0173,53.25,17.5725
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,912.0,Blauwe Lijst soorten,10.6383,3.5106,13.5,4.455
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,921.0,Roofvogels,5.3191,1.7553,6.0,1.98
49.0,11.1,Watergemeenschappen in laagveen en kleigebieden,999.0,Overige soorten,4.6543,1.5359,6.0,1.98
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",100.0,Watervogels,56.2855,18.5742,67.5,22.275
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",101.0,Dodaars-groep,3.3018,1.0896,3.0,0.99
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",102.0,Slobeend-groep,43.1309,14.2332,54.2,17.886
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",103.0,Kuifeend-groep,11.8819,3.921,12.0,3.96
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",104.0,IJsvogel-groep,0.2584,0.0853,0.2,0.066
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",200.0,Rietvogels,18.4547,6.0901,21.4,7.062
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",201.0,Roerdomp-groep,2.3795,0.7852,2.45,0.8085
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",202.0,Rietzanger-groep,4.1133,1.3574,4.7,1.551
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",203.0,Porseleinhoen-groep,0.5168,0.1705,0.75,0.2475
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",204.0,Blauwborst-groep,11.4451,3.7769,13.5,4.455
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",211.0,Waterrietvogels,7.0096,2.3132,7.9,2.607
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",300.0,Pioniervogels,17.874,5.8984,16.7,5.511
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",302.0,Kleine Plevier-groep,1.5504,0.5116,1.5,0.495
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",303.0,Scholekster-groep,2.4815,0.8189,3.0,0.99
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",304.0,Tapuit-groep,0.3608,0.119,0.2,0.066
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",305.0,Fazant-groep,1.292,0.4264,1.5,0.495
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",306.0,Kievit-groep,14.7734,4.8752,13.5,4.455
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",400.0,Vogels van open heide,27.9428,9.2211,31.5,10.395
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",401.0,Korhoen-groep,12.3943,4.0901,16.5,5.445
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",402.0,Wulp-groep,15.5485,5.131,15.0,4.95
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",500.0,Weidevogels,50.7386,16.7437,60.0,19.8
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",501.0,Zomertaling-groep,28.0364,9.252,28.5,9.405
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",502.0,Grutto-groep,12.687,4.1867,18.0,5.94
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",503.0,Veldleeuwerik-groep,10.0152,3.305,13.5,4.455
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",600.0,Struweelvogels,120.362,39.7195,112.5,37.125
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",601.0,Rietgors-groep,11.4451,3.7769,13.5,4.455
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",602.0,Roodborsttapuit-groep,25.3767,8.3743,27.0,8.91
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",603.0,Grasmus-groep,91.0332,30.041,84.0,27.72
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",604.0,Winterkoning-groep,17.8837,5.9016,15.0,4.95
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",611.0,Zwartkop-groep,17.8837,5.9016,15.0,4.95
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",700.0,Bosrandvogels,4.3296,1.4288,4.15,1.3695
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",701.0,Buidelmees-groep,2.683,0.8854,3.0,0.99
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",702.0,Geelgors-groep,0.4532,0.1495,0.2,0.066
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",703.0,Putter-groep,1.1934,0.3938,0.95,0.3135
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",711.0,Bosrandstruweelvogels,95.3628,31.4697,88.15,29.0895
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",800.0,Bosvogels,42.1155,13.8981,43.95,14.5035
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",801.0,Vink-groep,1.4302,0.472,1.5,0.495
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",803.0,Appelvink-groep,3.5302,1.165,3.4,1.122
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",804.0,Grote Bonte Specht-groep,21.7606,7.181,19.7,6.501
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",805.0,Kleine Bonte Specht-groep,5.6506,1.8647,6.95,2.2935
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",806.0,Boomklever-groep,6.6778,2.2037,8.45,2.7885
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",807.0,Havik-groep,3.0661,1.0118,3.95,1.3035
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",808.0,Torenvalk-groep,1.4861,0.4904,1.5,0.495
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",811.0,Loofhoutvogels,15.8587,5.2334,18.8,6.204
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",812.0,Holenbroeders,34.0891,11.2494,35.1,11.583
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",813.0,Vogels van oud bos,37.6193,12.4144,38.5,12.705
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",901.0,Zwarte Roodstaart-groep,5.3102,1.7524,6.6,2.178
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",911.0,Rode Lijst soorten,15.351,5.0658,17.3,5.709
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",912.0,Blauwe Lijst soorten,12.3436,4.0734,15.0,4.95
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",921.0,Roofvogels,5.0414,1.6637,5.65,1.8645
52.0,12.1,"Complex van ooibos, pionier- en watervegetaties in uiterwaarden",999.0,Overige soorten,5.5511,1.8319,6.0,1.98
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",100.0,Watervogels,30.4719,10.0557,39.4,13.002
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",101.0,Dodaars-groep,3.4673,1.1442,3.2,1.056
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",102.0,Slobeend-groep,19.961,6.5871,25.9,8.547
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",103.0,Kuifeend-groep,8.5716,2.8286,12.0,3.96
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",104.0,IJsvogel-groep,0.0994,0.0328,0.2,0.066
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",200.0,Rietvogels,53.7292,17.7306,56.1,18.513
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",201.0,Roerdomp-groep,10.7087,3.5339,11.45,3.7785
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",202.0,Rietzanger-groep,29.4644,9.7233,31.5,10.395
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",203.0,Porseleinhoen-groep,0.9823,0.3242,1.15,0.3795
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",204.0,Blauwborst-groep,12.5738,4.1493,12.0,3.96
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",211.0,Waterrietvogels,41.1554,13.5813,44.1,14.553
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",300.0,Pioniervogels,3.48,1.1484,3.85,1.2705
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",302.0,Kleine Plevier-groep,0.0598,0.0197,0.2,0.066
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",303.0,Scholekster-groep,2.1017,0.6936,2.1,0.693
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",304.0,Tapuit-groep,0.1219,0.0402,0.2,0.066
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",305.0,Fazant-groep,0.781,0.2577,1.0,0.33
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",306.0,Kievit-groep,1.2364,0.408,1.35,0.4455
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",400.0,Vogels van open heide,9.8094,3.2371,11.7,3.861
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",401.0,Korhoen-groep,7.4875,2.4709,9.2,3.036
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",402.0,Wulp-groep,2.3218,0.7662,2.5,0.825
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",500.0,Weidevogels,21.7473,7.1766,26.9,8.877
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",501.0,Zomertaling-groep,8.8493,2.9203,10.35,3.4155
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",502.0,Grutto-groep,8.1717,2.6967,10.15,3.3495
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",503.0,Veldleeuwerik-groep,4.7263,1.5597,6.4,2.112
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",600.0,Struweelvogels,55.6467,18.3634,51.6,17.028
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",601.0,Rietgors-groep,12.5965,4.1568,12.2,4.026
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",602.0,Roodborsttapuit-groep,12.7669,4.2131,12.2,4.026
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",603.0,Grasmus-groep,33.0124,10.8941,28.9,9.537
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",604.0,Winterkoning-groep,10.0379,3.3125,10.5,3.465
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",611.0,Zwartkop-groep,10.0379,3.3125,10.5,3.465
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",700.0,Bosrandvogels,6.0657,2.0017,6.8,2.244
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",701.0,Buidelmees-groep,2.1797,0.7193,3.2,1.056
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",702.0,Geelgors-groep,0.635,0.2095,0.4,0.132
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",703.0,Putter-groep,3.2511,1.0729,3.2,1.056
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",711.0,Bosrandstruweelvogels,39.0781,12.8958,35.7,11.781
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",800.0,Bosvogels,15.4446,5.0967,16.65,5.4945
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",801.0,Vink-groep,0.6345,0.2094,0.75,0.2475
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",802.0,Kruisbek-groep,0.1306,0.0431,0.4,0.132
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",803.0,Appelvink-groep,2.0795,0.6862,2.1,0.693
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",804.0,Grote Bonte Specht-groep,5.6608,1.8681,6.4,2.112
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",805.0,Kleine Bonte Specht-groep,3.2156,1.0612,3.2,1.056
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",806.0,Boomklever-groep,1.1196,0.3695,1.15,0.3795
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",807.0,Havik-groep,2.6039,0.8593,2.65,0.8745
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",808.0,Torenvalk-groep,0.7241,0.2389,0.4,0.132
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",811.0,Loofhoutvogels,6.4148,2.1169,6.45,2.1285
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",812.0,Holenbroeders,9.9961,3.2987,10.75,3.5475
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",813.0,Vogels van oud bos,12.0756,3.9849,12.85,4.2405
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",901.0,Zwarte Roodstaart-groep,3.5078,1.1576,4.75,1.5675
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",911.0,Rode Lijst soorten,42.6294,14.0677,45.35,14.9655
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",912.0,Blauwe Lijst soorten,11.2111,3.6997,9.95,3.2835
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",921.0,Roofvogels,4.5298,1.4948,4.55,1.5015
53.0,12.2,"Complex van bos, rietruigten, gras en water op laagveen en klei",999.0,Overige soorten,5.1548,1.7011,6.0,1.98
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",100.0,Watervogels,8.4323,2.7827,9.6,3.168
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",101.0,Dodaars-groep,19.047,6.2855,15.2,5.016
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",102.0,Slobeend-groep,3.0088,0.9929,3.4,1.122
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",103.0,Kuifeend-groep,2.0661,0.6818,3.0,0.99
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",200.0,Rietvogels,33.7293,11.1307,38.1,12.573
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",201.0,Roerdomp-groep,0.0517,0.017,0.2,0.066
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",202.0,Rietzanger-groep,5.062,1.6705,6.4,2.112
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",203.0,Porseleinhoen-groep,6.0821,2.0071,7.5,2.475
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",204.0,Blauwborst-groep,22.5336,7.4361,24.0,7.92
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",211.0,Waterrietvogels,11.1958,3.6946,14.1,4.653
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",300.0,Pioniervogels,27.8926,9.2045,38.3,12.639
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",302.0,Kleine Plevier-groep,0.1033,0.0341,0.2,0.066
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",303.0,Scholekster-groep,18.6983,6.1705,26.85,8.8605
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",304.0,Tapuit-groep,0.1291,0.0426,0.2,0.066
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",305.0,Fazant-groep,8.8326,2.9148,11.65,3.8445
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",306.0,Kievit-groep,4.8166,1.5895,4.5,1.485
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",400.0,Vogels van open heide,14.0625,4.6406,17.1,5.643
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",401.0,Korhoen-groep,2.9571,0.9759,3.95,1.3035
54.0,12.3,"Complex van bos, ruigten, gras en water op hoogveen",402.0,Wulp-groep,11.1054,3.6648,13.15,4.3395
